Config, App, Score, Cycles, Mem Efficiency (%), 1# bottleneck, 2# bottleneck, 3# bottleneck, 4# bottleneck, 5# bottleneck, #1 IF Improv %[activity],#2 IF Improv %[activity],#3 IF Improv %[activity],#4 IF Improv %[activity],#5 IF Improv %[activity], Ave FPS, Min FPS, Max FPS, Time (ms), Ave Power (Watt), Ave Freq (MHz), Ave Shader Freq (MHz),TotDcallNum,ExTDPDcallNum,SNum,ONum,ASNum,AONum
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.4707,16428563166,13.5,ALU (25%),PS GPR (20%),SPI (16.7%),TCP (13.6%),VS Wave (8%),ALU (4.4%),PS GPR (2.7%),SPI (6%),TCP (0.9%),VS Wave (4.4%),114.23,47.57,3375.99,8646.61,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.4138,25809181329,13.1,ALU (27.3%),PS GPR (23.2%),SPI (17.8%),TCP (11.6%),SX-DB (6.1%),ALU (5.1%),PS GPR (3.1%),SPI (6.3%),TCP (0.7%),SX-DB (0.5%),73.67,30.24,2511.24,13583.78,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.33,8475223308,50,MCS (26%),ALU (26%),VS Wave (20%),SPI (12.2%),LDS (4.5%),MCS (8.6%),ALU (11.2%),VS Wave (13.3%),SPI (3.7%),LDS (1.7%),122.64,85.77,186,4460.64,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.2307,25763760027,48.3,ALU (32.6%),MCS (31.9%),SPI (14.2%),VS Wave (6.3%),LDS (5.9%),ALU (14.7%),MCS (10.2%),SPI (3.7%),VS Wave (4.1%),LDS (2.1%),57.65,39.74,76.1,13559.87,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.2186,38589206192,45.9,SPI (25.7%),MCS (22.6%),TCP (17.3%),ALU (12.2%),Interp (11.3%),SPI (9.3%),MCS (6.8%),TCP (1.2%),ALU (2.9%),Interp (0.9%),49.53,43.15,71.1,20310.11,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.5285,6025808000,35.1,ALU (18.4%),SPI (16.7%),PosBuf (14.5%),TCP (8%),Vertex (6.3%),ALU (6.5%),SPI (8%),PosBuf (4.1%),TCP (1.4%),Vertex (1.6%),144.1,129.42,160.69,3171.48,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Grid2_38x21,1.2329,23049834944,55.1,PS GPR (38.1%),ALU (15.8%),SPI (15.4%),TCP (12.5%),LDS (5.8%),PS GPR (10.1%),ALU (5.8%),SPI (6.7%),TCP (0.9%),LDS (3.4%),104.75,74.18,46375.94,12131.49,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.4734,16398190554,11,ALU (25.1%),PS GPR (20.1%),SPI (16.8%),TCP (13.6%),VS Wave (8%),ALU (4.5%),PS GPR (2.8%),SPI (6%),TCP (0.9%),VS Wave (4.4%),114.44,47.59,3377.83,8630.63,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.4165,25759373817,10.8,ALU (27.5%),PS GPR (23.4%),SPI (17.9%),TCP (11.7%),SX-DB (6.1%),ALU (5.2%),PS GPR (3.5%),SPI (6.3%),TCP (0.7%),SX-DB (0.5%),73.82,30.26,2513.16,13557.56,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.3591,8293775848,47.4,ALU (26.8%),MCS (22.9%),VS Wave (20.6%),SPI (13.3%),LDS (4.6%),ALU (11.5%),MCS (6.6%),VS Wave (13.7%),SPI (4.3%),LDS (1.8%),125.32,88.08,187.35,4365.15,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.2403,25563881076,46.7,ALU (32.9%),MCS (30.9%),SPI (14.6%),VS Wave (6.4%),LDS (5.9%),ALU (14.8%),MCS (9.5%),SPI (3.9%),VS Wave (4.1%),LDS (2.2%),58.1,40.13,76.31,13454.67,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.2538,37506637042,38,SPI (27.9%),TCP (19.1%),MCS (15.3%),ALU (13.3%),Interp (12.2%),SPI (11.6%),TCP (1.5%),MCS (4.1%),ALU (3.7%),Interp (1.7%),50.96,44.55,73.09,19740.33,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.7407,12434145171,55.4,MCS (29.7%),PosBuf (16.9%),SPI (14.9%),ALU (10.2%),TCP (6.2%),MCS (8.8%),PosBuf (5.5%),SPI (6.7%),ALU (0.9%),TCP (1.3%),69.83,63,78.05,6544.29,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Grid2_38x21,0.6126,46390045994,57.9,PS GPR (38.9%),ALU (15.7%),SPI (14.5%),TCP (12%),MCS (7.4%),PS GPR (10.3%),ALU (5.6%),SPI (6.3%),TCP (0.9%),MCS (3.1%),52.05,36.91,27094.82,24415.81,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.6968,34675873204,53.8,MCS (24.6%),ALU (17.8%),PS GPR (17.3%),SPI (13.6%),TCP (11.2%),MCS (8.9%),ALU (2.7%),PS GPR (2.2%),SPI (4.1%),TCP (0.7%),54.12,23.53,2363.54,18250.46,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.6779,53827904179,57,ALU (21.7%),MCS (21.3%),PS GPR (19%),SPI (15.6%),TCP (9.4%),ALU (3.6%),MCS (6.6%),PS GPR (2.5%),SPI (4.5%),TCP (0.5%),35.32,15.01,1872.62,28330.47,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.7008,16085092988,58.9,MCS (34.1%),ALU (27.4%),SPI (11.8%),VS Wave (9.4%),LDS (4.8%),MCS (13.5%),ALU (11.6%),SPI (3%),VS Wave (5.5%),LDS (1.7%),64.62,44.25,94.28,8465.84,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.6098,51998690304,59.2,MCS (37.9%),ALU (32.2%),SPI (13%),LDS (5.8%),DB (4.4%),MCS (13.9%),ALU (14.4%),SPI (3%),LDS (2.1%),DB (1.8%),28.56,19.43,37.79,27367.73,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.565,83231275766,53.8,MCS (49.4%),SPI (19.5%),TCP (14.5%),ALU (8.2%),PS GPR (3.7%),MCS (14.9%),SPI (5.7%),TCP (0.9%),ALU (1.6%),PS GPR (1.1%),22.96,19.92,33.82,43805.93,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.7442,12375730128,54.9,MCS (28.3%),PosBuf (17%),SPI (15%),ALU (11%),TCP (6.3%),MCS (8.4%),PosBuf (5.6%),SPI (6.8%),ALU (1.1%),TCP (1.3%),70.16,63.28,78.43,6513.54,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,Grid2_38x21,0.6132,46346168815,57.6,PS GPR (38.9%),ALU (15.8%),SPI (14.6%),TCP (12%),MCS (7.2%),PS GPR (10.3%),ALU (5.6%),SPI (6.3%),TCP (0.9%),MCS (3.1%),52.09,36.94,27289.81,24392.72,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.6675,36197514658,59.6,MCS (32.3%),PS GPR (16.3%),ALU (16%),SPI (11.1%),TCP (10.4%),MCS (12.7%),PS GPR (2.1%),ALU (2.4%),SPI (3.3%),TCP (0.6%),51.84,23.39,2323.79,19051.32,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.6249,58385585235,58.4,MCS (37%),ALU (18.3%),PS GPR (16%),SPI (10.3%),TCP (7.9%),MCS (13.9%),ALU (2.8%),PS GPR (2%),SPI (3%),TCP (0.4%),32.57,14.84,1849.48,30729.25,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.7122,15827281209,57.4,MCS (32.3%),ALU (27.8%),SPI (12.5%),VS Wave (9.6%),LDS (4.8%),MCS (12.1%),ALU (11.9%),SPI (3.4%),VS Wave (5.6%),LDS (1.8%),65.67,45.12,94.75,8330.15,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.6074,52199292437,59.3,MCS (38.4%),ALU (32%),SPI (12.8%),LDS (5.8%),DB (4.3%),MCS (14.3%),ALU (14.3%),SPI (2.9%),LDS (2.1%),DB (1.7%),28.45,19.34,37.74,27473.31,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.568,82795645933,53.4,MCS (48.8%),SPI (19.7%),TCP (14.6%),ALU (8.4%),PS GPR (3.7%),MCS (14.4%),SPI (5.9%),TCP (0.9%),ALU (1.7%),PS GPR (1.1%),23.08,20.02,33.96,43576.65,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.7573,12161917406,52.7,MCS (18.8%),ALU (18.2%),PosBuf (17.4%),SPI (15.4%),TCP (6.6%),MCS (6.8%),ALU (1.9%),PosBuf (5.7%),SPI (7.2%),TCP (1.3%),71.4,64.31,79.86,6401.01,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,Grid2_38x21,0.6161,46125254849,56.6,PS GPR (39.1%),ALU (15.9%),SPI (14.9%),TCP (12.1%),MCS (6.3%),PS GPR (10.4%),ALU (5.7%),SPI (6.4%),TCP (0.9%),MCS (2.6%),52.34,37.08,28381.05,24276.45,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.7386,32713498161,38.4,ALU (21%),PS GPR (19%),SPI (16.4%),TCP (13.1%),MCS (12.5%),ALU (3.5%),PS GPR (2.5%),SPI (5.7%),TCP (0.8%),MCS (3.5%),57.37,23.71,2382.82,17217.63,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.7171,50879000095,60.3,ALU (25.5%),PS GPR (23.4%),SPI (17.8%),TCP (11.6%),SX-DB (6.2%),ALU (4.5%),PS GPR (3.1%),SPI (6.1%),TCP (0.6%),SX-DB (0.5%),37.37,15.1,1881.73,26778.42,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.7186,15685907042,53.8,MCS (31.5%),ALU (28.1%),SPI (12.7%),VS Wave (9.7%),LDS (4.9%),MCS (11.3%),ALU (12.1%),SPI (3.6%),VS Wave (5.6%),LDS (1.8%),66.26,45.62,95.04,8255.74,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.6202,51121683940,54.8,MCS (35.8%),ALU (32.8%),SPI (13.7%),LDS (5.9%),DB (5%),MCS (12.5%),ALU (14.7%),SPI (3.3%),LDS (2.2%),DB (2%),29.05,19.83,38.02,26906.15,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.5745,81856657642,52.4,MCS (46.9%),SPI (20.3%),TCP (15%),ALU (8.9%),PS GPR (3.8%),MCS (13.4%),SPI (6.3%),TCP (0.9%),ALU (1.8%),PS GPR (1.1%),23.35,20.25,34.26,43082.45,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.7676,11998711300,50.1,ALU (18.5%),PosBuf (17.8%),MCS (16.2%),SPI (15.6%),TCP (7.2%),ALU (3%),PosBuf (5.9%),MCS (5.5%),SPI (7.5%),TCP (1.4%),72.37,65.08,81.09,6315.11,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,Grid2_38x21,0.6181,45972769950,57.1,PS GPR (39.2%),ALU (15.9%),SPI (15.1%),TCP (12.1%),LDS (5.8%),PS GPR (10.4%),ALU (5.7%),SPI (6.5%),TCP (0.9%),LDS (3.4%),52.52,37.18,29314.67,24196.19,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.7575,31896727345,26.7,ALU (23.4%),PS GPR (20.4%),SPI (17.2%),TCP (13.7%),MCS (5.9%),ALU (4%),PS GPR (2.7%),SPI (6.2%),TCP (0.9%),MCS (1%),58.84,23.78,2386.93,16787.75,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.7149,51037788163,25.3,ALU (25.4%),PS GPR (20.9%),SPI (17.8%),TCP (11.5%),MCS (9.5%),ALU (4.4%),PS GPR (2.8%),SPI (6.2%),TCP (0.6%),MCS (1.5%),37.26,15.11,1881.77,26861.99,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.7247,15553987974,51.4,MCS (30.5%),ALU (28.3%),SPI (13.1%),VS Wave (9.8%),LDS (4.9%),MCS (10.6%),ALU (12.2%),SPI (3.8%),VS Wave (5.7%),LDS (1.8%),66.82,46.1,95.3,8186.31,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.6267,50597193716,51.7,MCS (34.4%),ALU (33.2%),SPI (14.1%),LDS (6%),DB (5.5%),MCS (11.5%),ALU (14.9%),SPI (3.6%),LDS (2.2%),DB (2.1%),29.35,20.09,38.17,26630.1,0,1900,1900,0,0,0,0,0,0
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.5881,79959112577,50.9,MCS (41.7%),SPI (21.8%),TCP (15.7%),ALU (10.4%),PS GPR (3.9%),MCS (11.4%),SPI (7.1%),TCP (1%),ALU (2.1%),PS GPR (1.2%),23.9,20.74,34.86,42083.74,0,1900,1900,0,0,0,0,0,0
Navi12-384b-14m-1900e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,2.6523,3472641461,41.9,ALU (16%),Primitive (13.7%),SPI (12.7%),PosBuf (9.3%),HS Wave (9.1%),ALU (4.5%),Primitive (4.5%),SPI (5.3%),PosBuf (1.9%),HS Wave (3.1%),250.05,223.7,275.84,1827.71,0,1900,1900,0,0,0,0,0,0
Navi12-384b-14m-1900e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,Grid2_38x21,2.3212,12242361613,50,PS GPR (34.5%),ALU (14.8%),SPI (13.9%),TCP (11.4%),LDS (5.5%),PS GPR (9.1%),ALU (5.2%),SPI (6%),TCP (0.8%),LDS (3.2%),197.22,141.1,52779.42,6443.35,0,1900,1900,0,0,0,0,0,0
Navi12-384b-14m-1900e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,2.7163,8894841522,9.9,ALU (22.8%),PS GPR (18.4%),SPI (15.4%),VS Wave (14.3%),TCP (12.2%),ALU (3.9%),PS GPR (2.4%),SPI (5.5%),VS Wave (8.6%),TCP (0.8%),210.98,94.94,4100.45,4681.5,0,1900,1900,0,0,0,0,0,0
Navi12-384b-14m-1900e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,2.6787,13621464183,9.4,ALU (25.5%),PS GPR (20.3%),SPI (16.8%),TCP (10.8%),VS Wave (9.3%),ALU (4.6%),PS GPR (2.7%),SPI (6%),TCP (0.6%),VS Wave (5.6%),139.59,60.38,2928.87,7169.19,0,1900,1900,0,0,0,0,0,0
Navi12-384b-14m-1900e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,2.1028,5360360540,44.5,VS Wave (33.3%),MCS (30.6%),ALU (19%),SPI (7%),LDS (3.6%),VS Wave (23.8%),MCS (11.2%),ALU (8.4%),SPI (1.8%),LDS (1%),193.9,136.74,347.11,2821.24,0,1900,1900,0,0,0,0,0,0
Navi12-384b-14m-1900e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,2.0982,15112098376,45,MCS (43.7%),ALU (26.6%),VS Wave (11.6%),SPI (7.1%),LDS (5%),MCS (17.8%),ALU (11.6%),VS Wave (8.2%),SPI (1.4%),LDS (1%),98.28,67.59,145.31,7953.74,0,1900,1900,0,0,0,0,0,0
Navi12-384b-14m-1900e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,2.2742,20677824372,35.2,MCS (40.2%),SPI (21.7%),TCP (14.5%),ALU (8.5%),PS Wave (3.5%),MCS (9.2%),SPI (7%),TCP (0.9%),ALU (1.6%),PS Wave (1.4%),92.43,79.58,133.38,10883.07,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.4965,6478581386,54.6,MCS (27.9%),SPI (14.2%),PosBuf (13%),ALU (9.2%),TCP (5.8%),MCS (7.8%),SPI (6.3%),PosBuf (3.7%),ALU (0.7%),TCP (1.2%),141.09,127.52,156.7,3239.29,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,Grid2_38x21,1.2685,23581180112,57.8,PS GPR (37.2%),ALU (15.4%),SPI (14%),TCP (11.8%),MCS (7.5%),PS GPR (9.8%),ALU (5.4%),SPI (6.1%),TCP (0.9%),MCS (3.2%),107.77,76.69,41122.68,11790.59,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.3466,18886537636,60.2,MCS (32.9%),PS GPR (15.5%),ALU (15.2%),SPI (10.1%),TCP (9.8%),MCS (13.3%),PS GPR (2%),ALU (2.3%),SPI (3%),TCP (0.6%),104.59,49.12,3534.44,9443.27,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.2733,30163099399,58.9,MCS (38.5%),ALU (17.5%),PS GPR (15.1%),SPI (9.4%),TCP (7.4%),MCS (14.8%),ALU (2.7%),PS GPR (1.9%),SPI (2.8%),TCP (0.4%),66.36,31.16,2622.72,15081.55,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.3507,8784422028,57.7,MCS (30.4%),ALU (25%),VS Wave (19.1%),SPI (10.6%),LDS (4.4%),MCS (11.8%),ALU (10.6%),VS Wave (12.7%),SPI (2.7%),LDS (1.6%),124.55,86.45,193.42,4392.21,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.2267,27207458835,60,MCS (40.1%),ALU (30.5%),SPI (10.7%),VS Wave (5.9%),LDS (5.6%),MCS (15%),ALU (13.6%),SPI (2.4%),VS Wave (3.8%),LDS (1.9%),57.46,39.17,78.52,13603.73,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.1655,42470972105,53.5,MCS (51.2%),SPI (18.6%),TCP (13.7%),ALU (7.4%),PS GPR (3.3%),MCS (15.3%),SPI (5.2%),TCP (0.8%),ALU (1.5%),PS GPR (1%),47.37,41.08,69.66,21235.49,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.5238,6362397949,51.9,MCS (19.9%),SPI (14.6%),ALU (14.5%),PosBuf (13.3%),TCP (6.2%),MCS (6.1%),SPI (6.6%),ALU (1.4%),PosBuf (3.8%),TCP (1.2%),143.66,129.68,159.56,3181.2,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Grid2_38x21,1.2748,23465364644,56.5,PS GPR (37.4%),ALU (15.5%),SPI (14.4%),TCP (11.9%),MCS (6.3%),PS GPR (9.9%),ALU (5.5%),SPI (6.2%),TCP (0.9%),MCS (2.7%),108.31,76.98,42339.82,11732.68,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.4962,16998166034,38.7,ALU (20%),PS GPR (18.2%),SPI (15.8%),MCS (12.9%),TCP (12.5%),ALU (3.3%),PS GPR (2.4%),SPI (5.4%),MCS (3.7%),TCP (0.8%),116.21,49.85,3546.26,8499.08,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.4733,26069701848,59.5,ALU (24.5%),PS GPR (22.7%),SPI (17.3%),TCP (11.3%),MCS (6.9%),ALU (4.3%),PS GPR (2.9%),SPI (5.9%),TCP (0.6%),MCS (1.4%),76.78,31.77,2639.5,13034.85,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.3623,8709262342,54.2,MCS (29.7%),ALU (25.3%),VS Wave (19.3%),SPI (10.7%),LDS (4.4%),MCS (11%),ALU (10.8%),VS Wave (12.8%),SPI (2.9%),LDS (1.6%),125.62,87.42,194.02,4354.63,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.2539,26617931217,55.4,MCS (37%),ALU (31.3%),SPI (12.2%),VS Wave (6.1%),LDS (5.7%),MCS (13.1%),ALU (14%),SPI (2.8%),VS Wave (3.9%),LDS (2%),58.74,40.22,79.14,13308.97,0,2000,2000,0,0,0,0,0,0
