Config, App, Score, Cycles, % Vertex,% SPI,% Primitive,% Tile,% CB,% DB,% RB Read,% RB Write,% TA,% TD,% TCP,% TCC-TCP BW,% TCC,% TCC-MEM BW,% MC,% MCS,% ES GPR,% ES Wave,% GS GPR,% GS Wave,% LS GPR,% LS Wave,% HS GPR,% HS Wave,% VS GPR,% VS Wave,% PosBuf,% ParamCache,% AS GPR,% AS Wave,% PS GPR,% PS Wave,% DBLQuadFifo,% PS LDS,% LDS,% PS DBTileFIFO,% PS DBMRTTileFIFO,% CS GPR,% CS Wave,% PrimShader GPR,% PrimShader Wave,% PrimShader_ParamCache,% PrimShader_PosBuf,% ALU,% SFU,% SHExport,% MEM_INST,% SX-DB,% Baryc,% Interp,% PaScFifo,Ave FPS, Min FPS, Max FPS, Time (ms), Ave Power (Watt), Ave Freq (MHz), Ave Shader Freq (MHz),TotDcallNum,ExTDPDcallNum,SNum,ONum,ASNum,AONum
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.4965,6478581386,5.58%,14.24%,2.22%,0%,0%,0.17%,0%,0%,0%,0%,5.8%,0%,0.04%,0%,0%,27.89%,0%,0%,0%,0%,0%,0.02%,0%,4.75%,0%,4.07%,13%,0%,0%,0%,2.8%,0.06%,0%,0%,4.99%,0%,0%,2.82%,0.43%,0%,0%,0%,0%,9.19%,0%,0.64%,0%,0%,0%,1.3%,0%,141.09,127.52,156.7,3239.29,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,Grid2_38x21,1.2685,23581180112,0.1%,14.05%,0.62%,0.04%,0%,0.72%,0%,0%,0.01%,0%,11.75%,0.46%,0.11%,0%,0%,7.55%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.15%,0.01%,0%,0%,0%,37.24%,2.72%,0%,0%,5.68%,0%,0%,0%,1.17%,0%,0%,0%,0%,15.43%,0%,0%,0%,0%,0%,0.18%,0%,107.77,76.69,41122.68,11790.59,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.3466,18886537636,0.52%,10.13%,0.48%,0%,0%,0.51%,0%,0%,0.4%,0%,9.84%,0%,0%,0%,0%,32.87%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6.55%,0.57%,1.18%,0%,0%,15.48%,0.68%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,15.24%,0%,0.26%,0%,4.51%,0%,0.79%,0%,104.59,49.12,3534.44,9443.27,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.2733,30163099399,0.32%,9.37%,0.34%,0%,0%,0.43%,0%,0%,0.27%,0%,7.44%,0%,0%,0%,0%,38.48%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3.92%,0.25%,0.64%,0%,0%,15.14%,0.36%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,17.51%,0%,0.14%,0%,4.91%,0%,0.49%,0%,66.36,31.16,2622.72,15081.55,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.3507,8784422028,0.23%,10.58%,0.02%,0%,0%,2.23%,0%,0%,0%,0%,3.71%,0%,0%,0%,0%,30.44%,0%,0%,0%,0%,0%,0%,0%,0%,0%,19.14%,2.12%,0.05%,0%,0%,0.04%,2.03%,0%,0%,4.36%,0%,0%,0%,0%,0%,0%,0%,0%,25.04%,0%,0%,0%,0%,0%,0.01%,0%,124.55,86.45,193.42,4392.21,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.2267,27207458835,0.07%,10.72%,0.01%,0%,0%,3.59%,0%,0%,0%,0%,2.34%,0%,0%,0%,0%,40.06%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5.9%,0.66%,0.02%,0%,0%,0%,0.58%,0%,0%,5.58%,0%,0%,0%,0%,0%,0%,0%,0%,30.46%,0%,0%,0%,0%,0%,0.01%,0%,57.46,39.17,78.52,13603.73,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.1655,42470972105,0%,18.57%,0.24%,0.01%,0%,2.23%,0%,0%,0%,0%,13.66%,0%,0%,0%,0%,51.24%,0%,0%,0%,0%,0%,0.2%,0%,0.22%,0%,0.57%,0.11%,0%,0%,0%,3.35%,1.65%,0%,0%,0.27%,0%,0%,0%,0%,0%,0%,0%,0%,7.39%,0%,0.02%,0%,0%,0%,0.26%,0%,47.37,41.08,69.66,21235.49,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.5238,6362397949,5.75%,14.61%,2.36%,0%,0%,0.17%,0%,0%,0%,0%,6.24%,0%,0.06%,0%,0%,19.91%,0%,0%,0%,0%,0%,0.02%,0%,4.89%,0%,4.32%,13.34%,0%,0%,0%,2.89%,0.06%,0%,0%,5.08%,0%,0%,2.87%,0.91%,0%,0%,0%,0%,14.48%,0%,0.69%,0%,0%,0%,1.34%,0%,143.66,129.68,159.56,3181.2,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Grid2_38x21,1.2748,23465364644,0.11%,14.44%,0.64%,0.04%,0%,0.95%,0%,0%,0.01%,0%,11.86%,0.46%,0.11%,0%,0%,6.35%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.2%,0.01%,0%,0%,0%,37.42%,2.79%,0%,0%,5.71%,0%,0%,0%,1.18%,0%,0%,0%,0%,15.52%,0%,0%,0%,0%,0%,0.2%,0%,108.31,76.98,42339.82,11732.68,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.4962,16998166034,0.68%,15.78%,0.57%,0%,0%,0.61%,0%,0%,0.45%,0%,12.54%,0%,0%,0%,0%,12.92%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7.6%,0.75%,1.46%,0%,0%,18.17%,0.87%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,19.97%,0%,1.31%,0%,5.3%,0%,1.01%,0%,116.21,49.85,3546.26,8499.08,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.4733,26069701848,0.45%,17.31%,0.42%,0%,0%,0.57%,0%,0%,0.35%,0%,11.29%,0%,0%,0%,0%,6.94%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.86%,0.74%,0.92%,0%,0%,22.71%,0.5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,24.46%,0%,1.72%,0%,6.05%,0%,0.72%,0%,76.78,31.77,2639.5,13034.85,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.3623,8709262342,0.23%,10.74%,0.02%,0%,0%,2.29%,0%,0%,0%,0%,3.74%,0%,0%,0%,0%,29.7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,19.33%,2.14%,0.05%,0%,0%,0.04%,2.05%,0%,0%,4.4%,0%,0%,0%,0%,0%,0%,0%,0%,25.26%,0%,0%,0%,0%,0%,0.01%,0%,125.62,87.42,194.02,4354.63,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.2539,26617931217,0.07%,12.17%,0.01%,0%,0%,3.98%,0%,0%,0%,0%,2.39%,0%,0%,0%,0%,37%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6.05%,0.67%,0.02%,0%,0%,0%,0.6%,0%,0%,5.71%,0%,0%,0%,0%,0%,0%,0%,0%,31.32%,0%,0%,0%,0%,0%,0.01%,0%,58.74,40.22,79.14,13308.97,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.1796,41964666274,0%,19.14%,0.25%,0.01%,0%,2.3%,0%,0%,0%,0%,14.24%,0%,0%,0%,0%,49.31%,0%,0%,0%,0%,0%,0.2%,0%,0.22%,0%,0.6%,0.11%,0%,0%,0%,3.4%,1.7%,0%,0%,0.28%,0%,0%,0%,0%,0%,0%,0%,0%,7.9%,0%,0.02%,0%,0%,0%,0.32%,0%,47.94,41.56,70.32,20982.33,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.543,6283208739,5.88%,14.82%,2.43%,0%,0.1%,0.18%,0%,0%,0%,0%,6.55%,0.01%,0.07%,0%,0%,15.04%,0%,0%,0%,0%,0%,0.02%,0%,5%,0%,4.51%,13.59%,0%,0%,0%,2.95%,0.06%,0%,0%,5.15%,0%,0%,2.91%,0.98%,0%,0%,0%,0%,17.62%,0%,0.75%,0%,0%,0%,1.37%,0%,145.47,131.07,161.74,3141.6,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Grid2_38x21,1.279,23387031983,0.11%,14.67%,0.65%,0.05%,0%,0.96%,0%,0%,0.01%,0%,11.93%,0.47%,0.11%,0%,0%,5.71%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.23%,0.01%,0%,0%,0%,37.55%,2.84%,0%,0%,5.72%,0%,0%,0%,1.18%,0%,0%,0%,0%,15.59%,0%,0%,0%,0%,0%,0.22%,0%,108.67,77.18,43354.83,11693.52,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.5364,16553367058,0.71%,16.5%,0.61%,0%,0%,0.71%,0%,0%,0.47%,0%,13.19%,0%,0.11%,0%,0%,6.32%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7.87%,0.81%,1.62%,0%,0%,19.47%,0.92%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,22.35%,0%,1.77%,0%,5.46%,0%,1.08%,0%,119.34,50.02,3550.65,8276.68,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.4681,26161105034,0.45%,17.29%,0.43%,0%,0%,0.58%,0%,0%,0.35%,0%,11.15%,0%,0%,0%,0%,10.23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.84%,0.46%,0.89%,0%,0%,20.2%,0.5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,24.47%,0%,1.45%,0%,6.02%,0%,0.7%,0%,76.51,31.79,2639.52,13080.55,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.3734,8639192478,0.23%,11.03%,0.02%,0%,0%,2.34%,0%,0%,0%,0%,3.77%,0%,0%,0%,0%,28.85%,0%,0%,0%,0%,0%,0%,0%,0%,0%,19.52%,2.15%,0.05%,0%,0%,0.04%,2.07%,0%,0%,4.43%,0%,0%,0%,0%,0%,0%,0%,0%,25.47%,0%,0%,0%,0%,0%,0.01%,0%,126.64,88.29,194.56,4319.6,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.2677,26328858121,0.08%,12.63%,0.01%,0%,0%,4.41%,0%,0%,0%,0%,2.42%,0%,0%,0%,0%,35.44%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6.13%,0.68%,0.02%,0%,0%,0%,0.6%,0%,0%,5.77%,0%,0%,0%,0%,0%,0%,0%,0%,31.8%,0%,0%,0%,0%,0%,0.01%,0%,59.38,40.76,79.46,13164.43,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.2095,40925298854,0%,20.74%,0.26%,0.01%,0%,2.45%,0%,0%,0%,0%,14.98%,0%,0%,0%,0%,44.75%,0%,0%,0%,0%,0%,0.21%,0%,0.23%,0%,0.68%,0.12%,0%,0%,0%,3.5%,1.8%,0%,0%,0.29%,0%,0%,0%,0%,0%,0%,0%,0%,9.28%,0%,0.02%,0%,0%,0%,0.68%,0%,49.16,42.62,71.61,20462.65,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.5742,6158695701,6.09%,15.59%,2.67%,0%,0.12%,0.18%,0%,0%,0%,0%,7.48%,0.03%,0.13%,0%,0%,10.14%,0%,0%,0%,0%,0%,0.02%,0%,5.24%,0%,4.85%,13.99%,0%,0%,0%,3.13%,0.06%,0%,0%,5.37%,0%,0%,2.97%,1.58%,0%,0%,0%,0%,18%,0%,0.88%,0%,0%,0%,1.47%,0%,148.41,133.4,165.32,3079.35,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Grid2_38x21,1.2861,23258832309,0.11%,15.01%,0.66%,0.05%,0%,0.99%,0%,0%,0.01%,0%,12.05%,0.47%,0.11%,0%,0%,4.71%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.29%,0.01%,0%,0%,0%,37.76%,2.91%,0%,0%,5.76%,0%,0%,0%,1.19%,0%,0%,0%,0%,15.68%,0%,0%,0%,0%,0%,0.24%,0%,109.27,77.52,45165.68,11629.42,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.5471,16438653682,0.74%,16.71%,0.62%,0.01%,0%,0.74%,0%,0%,0.47%,0%,13.51%,0.01%,0.11%,0%,0%,1.97%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7.95%,0.94%,1.7%,0%,0%,20.03%,0.94%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,24.88%,0%,2.05%,0%,5.51%,0%,1.11%,0%,120.17,50.07,3553.2,8219.33,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.4869,25831421722,0.46%,17.8%,0.44%,0%,0%,0.63%,0%,0%,0.35%,0%,11.56%,0%,0.1%,0%,0%,2.49%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.93%,0.71%,1.04%,0%,0%,23.2%,0.52%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,27.16%,0%,1.75%,0%,6.11%,0%,0.74%,0%,77.48,31.83,2643.27,12915.71,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.385,8566950735,0.24%,11.44%,0.02%,0%,0%,2.41%,0%,0%,0%,0%,3.81%,0%,0%,0%,0%,27.83%,0%,0%,0%,0%,0%,0%,0%,0%,0%,19.72%,2.17%,0.05%,0%,0%,0.04%,2.09%,0%,0%,4.47%,0%,0%,0%,0%,0%,0%,0%,0%,25.7%,0%,0%,0%,0%,0%,0.01%,0%,127.71,89.19,195.11,4283.48,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.2813,26049240821,0.08%,13.12%,0.01%,0%,0%,4.89%,0%,0%,0%,0%,2.44%,0%,0%,0%,0%,33.91%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6.21%,0.69%,0.02%,0%,0%,0%,0.61%,0%,0%,5.83%,0%,0%,0%,0%,0%,0%,0%,0%,32.17%,0%,0%,0%,0%,0%,0.01%,0%,60.02,41.31,79.78,13024.62,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.271,38946797370,0%,24.7%,0.3%,0.01%,0%,2.8%,0%,0%,0%,0%,16.76%,0%,0%,0%,0%,25.9%,0%,0%,0%,0%,0%,0.22%,0%,0.24%,0%,0.87%,0.15%,0%,0%,0%,3.73%,2.04%,0%,0%,0.3%,0%,0%,0%,0%,0%,0%,0%,0%,11.77%,0%,0.03%,0%,0%,0%,10.17%,0%,51.66,44.93,74.27,19473.4,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.6069,6033280643,6.33%,16.72%,4.13%,0%,0.13%,0.18%,0%,0%,0%,0%,8.01%,0.1%,0.39%,0.02%,0%,3.04%,0%,0%,0%,0%,0%,0.02%,0%,5.56%,0%,5.35%,14.49%,0%,0%,0%,3.34%,0.07%,0%,0%,5.55%,0%,0%,3.03%,2.74%,0%,0%,0%,0%,18.39%,0%,0.9%,0%,0%,0%,1.51%,0%,151.5,136.04,168.94,3016.64,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Grid2_38x21,1.2962,23077299440,0.11%,15.38%,0.67%,0.05%,0%,1.04%,0%,0%,0.01%,0%,12.52%,0.48%,0.11%,0%,0%,3.13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.36%,0.01%,0%,0%,0%,38.06%,2.98%,0%,0%,5.8%,0%,0%,0%,1.2%,0%,0%,0%,0%,15.82%,0%,0%,0%,0%,0%,0.26%,0%,110.13,78.01,48300.74,11538.65,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.5508,16400080290,0.74%,16.75%,0.63%,0.01%,0%,0.75%,0%,0%,0.47%,0%,13.6%,0.01%,0.12%,0%,0%,0.7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7.98%,1.5%,1.74%,0%,0%,20.08%,0.95%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25.11%,0%,2.21%,0%,5.52%,0%,1.13%,0%,120.45,50.1,3555.24,8200.04,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.4906,25766143428,0.46%,17.85%,0.44%,0%,0%,0.64%,0%,0%,0.35%,0%,11.72%,0.01%,0.1%,0%,0%,0.92%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.95%,1.19%,1.13%,0%,0%,23.35%,0.52%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,27.5%,0%,1.97%,0%,6.12%,0%,0.76%,0%,77.68,31.85,2645.32,12883.07,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.4176,8369792145,0.25%,12.72%,0.02%,0%,0%,2.61%,0%,0%,0%,0%,4.05%,0%,0%,0%,0%,24.56%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20.3%,2.22%,0.05%,0%,0%,0.04%,2.16%,0%,0%,4.58%,0%,0%,0%,0%,0%,0%,0%,0%,26.43%,0%,0%,0%,0%,0%,0.01%,0%,130.72,91.73,196.61,4184.9,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.2921,25830548852,0.08%,13.63%,0.01%,0%,0%,5.13%,0%,0%,0%,0%,2.47%,0%,0%,0%,0%,32.71%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6.27%,0.7%,0.02%,0%,0%,0%,0.62%,0%,0%,5.88%,0%,0%,0%,0%,0%,0%,0%,0%,32.47%,0%,0%,0%,0%,0%,0.01%,0%,60.53,41.74,80.02,12915.27,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.3121,37727371652,0.01%,27.41%,0.34%,0.01%,0%,3.14%,0%,0%,0%,0%,18.71%,0%,0%,0%,0%,16.84%,0%,0%,0%,0%,0%,0.23%,0%,0.25%,0%,1.24%,0.17%,0%,0%,0%,3.9%,2.29%,0%,0%,0.31%,0%,0.01%,0%,0%,0%,0%,0%,0%,12.97%,0%,0.04%,0%,0%,0%,12.13%,0%,53.33,46.65,76.49,18863.69,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.7698,12594140637,5.94%,14.67%,1.64%,0%,0%,0.19%,0%,0%,0%,0%,5.9%,0%,0.04%,0%,0%,32.65%,0%,0%,0%,0%,0%,0%,0%,1.41%,0%,1.41%,16.55%,0%,0%,0%,2.89%,0.02%,0%,0%,5.23%,0%,0%,0.79%,0%,0%,0%,0%,0%,8.68%,0%,0.66%,0%,0%,0%,1.34%,0%,72.58,65.57,81.02,6297.07,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Grid2_38x21,0.6427,46541626347,0.14%,14.22%,0.56%,0.07%,0%,0.74%,0%,0%,0.01%,0%,11.9%,1.51%,0.11%,0%,0%,8.22%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.88%,0.03%,0%,0%,0%,38.74%,1.23%,0%,0%,5.75%,0%,0%,0%,0%,0%,0%,0%,0%,15.67%,0%,0%,0%,0%,0%,0.19%,0%,54.61,38.76,27895.58,23270.81,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.726,35033187858,0.61%,13.32%,0.54%,0%,0%,0.58%,0%,0%,0.46%,0%,10.93%,0.01%,0%,0%,0%,26.42%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3.59%,1.65%,0.71%,0%,0%,17.13%,0.34%,0%,0.01%,0%,0%,0%,0%,0%,0%,0%,0%,0%,17.24%,0%,0.52%,0%,5.04%,0%,0.91%,0%,56.39,24.74,2479.13,17516.59,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.7073,54299686237,0.42%,14.63%,0.4%,0%,0%,0.52%,0%,0%,0.34%,0%,9.24%,0.01%,0%,0%,0%,23.72%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.22%,0.87%,0.43%,0%,0%,18.73%,0.2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,21.17%,0%,0.72%,0%,5.76%,0%,0.64%,0%,36.86,15.78,1970.83,27149.84,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.7262,16338837399,0.25%,10.39%,0.01%,0%,0%,3.13%,0%,0%,0%,0%,3.98%,0.01%,0%,0%,0%,36.69%,0%,0%,0%,0%,0%,0%,0%,0%,0%,9.16%,3.53%,0.05%,0%,0%,0.05%,1.16%,0%,0%,4.69%,0%,0%,0%,0%,0%,0%,0%,0%,26.89%,0%,0%,0%,0%,0%,0.01%,0%,66.96,45.74,98.76,8169.42,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.6324,52780319121,0.08%,11.34%,0%,0%,0%,4.13%,0%,0%,0%,0%,2.41%,0%,0%,0%,0%,40.82%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.6%,1.05%,0.02%,0%,0%,0.01%,0.33%,0%,0%,5.76%,0%,0%,0%,0%,0%,0%,0%,0%,31.44%,0%,0%,0%,0%,0%,0.02%,0%,29.62,20.11,39.58,26390.16,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.5832,84882711245,0%,18.31%,0.19%,0.01%,0%,2.22%,0%,0%,0%,0%,13.37%,0%,0%,0%,0%,53.15%,0%,0%,0%,0%,0%,0.07%,0%,0.08%,0%,0.21%,0.18%,0%,0%,0%,3.59%,0.91%,0%,0%,0.3%,0%,0.02%,0%,0%,0%,0%,0%,0%,7.14%,0%,0.02%,0%,0%,0%,0.24%,0%,23.7,20.56,35.1,42441.35,0,2000,2000,0,0,0,0,0,0
