Config, Score for All Resolutions, Min Score, Max Score, Cycles, Mem Efficiency (%), #1 bottleneck, #2 bottleneck, #3 bottleneck, #4 bottleneck, #5 bottleneck,#1 IF Improv % [activity], #2 IF Improv % [activity], #3 IF Improv % [activity], #4 IF Improv % [activity], #5 IF Improv % [activity],Ave FPS, Min FPS, Max FPS, Time (ms), Min App, Max App
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.7116,1.711597,1.711597,25805938037.9062,10,ALU (27.4%),PS GPR (23.3%),SPI (17.8%),TCP (11.7%),SX-DB (6.1%),ALU (5.2%) [100.0],PS GPR (3.4%) [38.5],SPI (6.3%) [61.7],TCP (0.7%) [83.4],SX-DB (0.5%) [36.0],97.24,39.88,3312.73,11219.97,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.79,0.7900151,0.7900151,55909531038.9427,59.2,MCS (29.2%),ALU (19.8%),PS GPR (17.7%),SPI (13.4%),TCP (8.6%),MCS (10.1%) [95.9],ALU (3.2%) [100.0],PS GPR (2.2%) [NaN],SPI (3.7%) [61.7],TCP (0.4%) [83.4],44.88,19.68,2462.27,24308.49,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.7095,0.7095244,0.7095244,62252088734.3025,59.5,MCS (46.7%),ALU (16.3%),PS GPR (14%),SPI (8%),TCP (6.4%),MCS (19.3%) [100.0],ALU (2.4%) [78.6],PS GPR (1.8%) [NaN],SPI (2.4%) [48.5],TCP (0.3%) [65.5],40.31,19.38,2396.23,27066.13,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.8571,0.8571064,0.8571064,51533124374.8422,57,ALU (23.5%),PS GPR (20.9%),SPI (17.4%),MCS (12.5%),TCP (11.3%),ALU (4.2%) [100.0],PS GPR (2.8%) [NaN],SPI (5.7%) [61.7],MCS (2.5%) [63.9],TCP (0.6%) [83.4],48.69,19.88,2480.44,22405.71,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-2300e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.8534,0.8534052,0.8534052,51756625839.6443,27.8,ALU (24%),PS GPR (19.9%),SPI (17.4%),MCS (13.8%),TCP (11.1%),ALU (4.2%) [100.0],PS GPR (2.6%) [NaN],SPI (6%) [61.7],MCS (2.9%) [68.9],TCP (0.6%) [83.4],48.48,19.88,2480.25,22502.88,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi12-384b-14m-2300e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,3.219,3.218961,3.218961,13721623175.6723,10.3,ALU (24.5%),PS GPR (19.4%),SPI (16.7%),TCP (10.6%),VS Wave (9.2%),ALU (4.4%) [100.0],PS GPR (2.5%) [38.4],SPI (5.9%) [61.7],TCP (0.6%) [83.4],VS Wave (5.6%) [24.7],182.87,79.53,3860.45,5965.92,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.4347,1.434702,1.434702,32124981776.4031,59.9,MCS (47.8%),ALU (15.5%),PS GPR (13.3%),SPI (7.3%),TCP (6%),MCS (20%) [100.0],ALU (2.2%) [75.7],PS GPR (1.7%) [29.2],SPI (2.2%) [46.7],TCP (0.3%) [63.1],81.51,40.33,3427.07,13385.41,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.7438,1.743766,1.743766,26431168914.5674,57.2,ALU (22.7%),PS GPR (20.2%),SPI (16.9%),MCS (13%),TCP (10.9%),ALU (4%) [100.0],PS GPR (2.7%) [38.5],SPI (5.4%) [61.7],MCS (2.7%) [66.3],TCP (0.6%) [83.4],99.06,41.46,3449.33,11012.99,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.7369,1.73687,1.73687,26536120659.7342,28.1,ALU (23.2%),PS GPR (19.3%),SPI (16.9%),MCS (14.3%),TCP (10.7%),ALU (4%) [100.0],PS GPR (2.5%) [38.5],SPI (5.8%) [61.7],MCS (3.1%) [71.3],TCP (0.5%) [83.4],98.67,41.44,3448.94,11056.72,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.7752,1.77517,1.77517,25963592342.1897,13.6,ALU (26.6%),PS GPR (22.5%),SPI (17.7%),TCP (11.4%),SX-DB (6.1%),ALU (4.9%) [100.0],PS GPR (2.8%) [38.5],SPI (6.2%) [61.7],TCP (0.6%) [83.4],SX-DB (0.5%) [36.0],100.85,41.57,3453.68,10818.16,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2400e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.7846,1.784638,1.784638,25825846087.105,10,ALU (27.3%),PS GPR (23.3%),SPI (17.8%),TCP (11.6%),SX-DB (6.1%),ALU (5.1%) [100.0],PS GPR (3.3%) [38.5],SPI (6.3%) [61.7],TCP (0.7%) [83.4],SX-DB (0.5%) [36.0],101.39,41.61,3456.31,10760.77,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-2400e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.8157,0.8157349,0.8157349,56500926678.6926,59.5,MCS (31.1%),ALU (19.4%),PS GPR (17.3%),SPI (12.8%),TCP (8.3%),MCS (11%) [99.6],ALU (3.1%) [100.0],PS GPR (2.2%) [NaN],SPI (3.5%) [61.7],TCP (0.4%) [83.4],46.34,20.51,2564.57,23542.05,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-2400e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.7278,0.7277974,0.7277974,63327759684.7771,59.7,MCS (49.3%),ALU (15.8%),PS GPR (13.5%),SPI (7.4%),TCP (6.1%),MCS (20.6%) [100.0],ALU (2.3%) [75.7],PS GPR (1.7%) [NaN],SPI (2.3%) [46.7],TCP (0.3%) [63.1],41.35,20.17,2487.05,26386.57,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-2400e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.8905,0.8905321,0.8905321,51755328853.2816,57.1,ALU (23.2%),PS GPR (20.6%),SPI (17.3%),MCS (13.5%),TCP (11.2%),ALU (4.1%) [100.0],PS GPR (2.7%) [NaN],SPI (5.5%) [61.7],MCS (2.9%) [66.3],TCP (0.6%) [83.4],50.59,20.74,2588.15,21564.72,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-2400e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.8867,0.8866962,0.8866962,51979223539.6492,28,ALU (23.7%),PS GPR (19.7%),SPI (17.3%),MCS (14.9%),TCP (10.9%),ALU (4.1%) [100.0],PS GPR (2.6%) [NaN],SPI (5.9%) [61.7],MCS (3.3%) [71.3],TCP (0.6%) [83.4],50.37,20.73,2587.89,21658.01,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi12-384b-14m-2400e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,3.3512,3.351244,3.351244,13753035073.2753,10.5,ALU (24.3%),PS GPR (19%),SPI (16.6%),TCP (10.5%),VS Wave (9.1%),ALU (4.4%) [100.0],PS GPR (2.5%) [38.4],SPI (5.9%) [61.7],TCP (0.6%) [83.4],VS Wave (5.5%) [24.7],190.39,82.94,4027.91,5730.43,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
 
Config, Score for 2560x1600 Resolution, Min Score, Max Score, Cycles,Mem Efficiency (%), #1 bottleneck, #2 bottleneck, #3 bottleneck, #4 bottleneck, #5 bottleneck,#1 IF Improv % [activity], #2 IF Improv % [activity], #3 IF Improv % [activity], #4 IF Improv % [activity], #5 IF Improv % [activity],Ave FPS, Min FPS, Max FPS, Time (ms), Min App, Max App
Fiji-4096b-1m-1000e-4P-64CU-16RB-DCC-HBM-2048K,1,1,1,22620611340.8387,82.3,ALU (34.7%),VS Wave (18.6%),SHExport (9.9%),Primitive (9.5%),MCS (8.6%),ALU (17%) [100.0],VS Wave (11.4%) [37.4],SHExport (0%) [57.7],Primitive (4.3%) [26.5],MCS (1.7%) [78.8],88.5,43.23,289.67,22620.61,SleepingDogs_25x16_Extreme,SleepingDogs_25x16_Extreme
Vega10-2048b-2m-1700e-4P-56CU-16RB-DCC-PBB-HBM-4096K,1.5655,1.548254,1.582703,24695905835.8429,63.7,ALU (30.2%),MCS (29.7%),VS Wave (18.4%),DB (6.4%),SHExport (5.1%),ALU (16.2%) [92.5],MCS (8.7%) [100.0],VS Wave (11.7%) [30.6],DB (2.7%) [50.2],SHExport (0%) [47.3],137.81,64.05,440.91,14527,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
RacerX-128b-8m-1200e-2P-16CU-4RB-DCC-1024K,0.3383,0.3111923,0.365335,83837890923.5416,59,MCS (42.1%),ALU (30.8%),DB (10%),CB (4.7%),TCP (3.6%),MCS (12%) [100.0],ALU (17%) [83.4],DB (4.1%) [51.0],CB (0%) [44.4],TCP (0%) [51.0],28.66,12.72,91.09,69864.91,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
RacerX-128b-8m-1400e-2P-16CU-4RB-DCC-1024K,0.3699,0.3420704,0.397781,89179442908.8625,58.6,MCS (51.3%),ALU (28.1%),DB (8.1%),VS Wave (3%),TCP (2.7%),MCS (17.5%) [100.0],ALU (15.4%) [72.2],DB (3%) [44.2],VS Wave (1.3%) [7.3],TCP (0%) [44.2],31.43,13.89,103.69,63699.6,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.1884,1.134137,1.242653,35079181741.5375,58.1,MCS (31.4%),ALU (28.7%),VS Wave (12.9%),SPI (12.6%),LDS (5.1%),MCS (11.3%) [100.0],ALU (12.6%) [86.7],VS Wave (8.5%) [21.2],SPI (3.3%) [56.1],LDS (1.9%) [32.2],102.73,46.46,320.36,19488.43,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.2036,1.155455,1.251763,34527981809.3484,53.6,MCS (29.8%),ALU (29.1%),VS Wave (13.1%),SPI (13%),LDS (5.2%),MCS (10.1%) [100.0],ALU (12.9%) [90.3],VS Wave (8.6%) [22.0],SPI (3.6%) [58.5],LDS (1.9%) [33.6],104.37,47.51,321.21,19182.21,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.2132,1.16601,1.26047,34233710997.9961,50.6,ALU (29.4%),MCS (28.7%),SPI (13.4%),VS Wave (13.2%),LDS (5.2%),ALU (13%) [92.4],MCS (9.4%) [100.0],SPI (3.8%) [59.8],VS Wave (8.7%) [22.6],LDS (2%) [34.3],105.26,48.06,322,19018.73,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.2231,1.176418,1.269707,33944175967.1118,47.7,ALU (29.6%),MCS (27.6%),SPI (13.8%),VS Wave (13.3%),LDS (5.3%),ALU (13.1%) [94.7],MCS (8.6%) [100.0],SPI (4%) [61.3],VS Wave (8.8%) [23.1],LDS (2%) [35.2],106.16,48.63,322.8,18857.88,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.2404,1.185035,1.295748,33589477042.843,45.9,ALU (30.3%),MCS (25.7%),SPI (14.4%),VS Wave (13.6%),LDS (5.3%),ALU (13.3%) [98.0],MCS (7.4%) [100.0],SPI (4.5%) [63.5],VS Wave (9%) [23.9],LDS (2.1%) [36.4],107.28,49.08,325.01,18660.82,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.6283,0.5849432,0.6716686,67251501523.9075,58.2,MCS (34.4%),ALU (30.2%),SPI (13.2%),VS Wave (6.1%),LDS (5.4%),MCS (12.7%) [100.0],ALU (13.3%) [86.4],SPI (3.4%) [56.0],VS Wave (3.5%) [11.6],LDS (2%) [32.1],53.58,23.86,163.79,37361.94,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.6324,0.5828156,0.6819975,67198193829.7246,58,MCS (33.7%),ALU (30.4%),SPI (13.4%),VS Wave (6.2%),LDS (5.4%),MCS (12.2%) [100.0],ALU (13.4%) [86.7],SPI (3.5%) [56.1],VS Wave (3.6%) [11.6],LDS (2%) [32.2],53.63,23.76,164.57,37332.33,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.6409,0.5941481,0.6876037,66087469031.7143,53.6,MCS (32.1%),ALU (30.8%),SPI (13.9%),VS Wave (6.3%),LDS (5.5%),MCS (10.9%) [100.0],ALU (13.6%) [90.3],SPI (3.8%) [58.5],VS Wave (3.6%) [12.1],LDS (2.1%) [33.6],54.53,24.32,165.03,36715.26,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.6464,0.5997639,0.6929827,65493533323.5776,50.6,ALU (31.1%),MCS (31%),SPI (14.3%),VS Wave (6.4%),LDS (5.5%),ALU (13.8%) [92.4],MCS (10.2%) [100.0],SPI (4.1%) [59.8],VS Wave (3.7%) [12.4],LDS (2.1%) [34.3],55.02,24.61,165.46,36385.3,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi12-384b-14m-1800e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,2.0115,2.009955,2.012984,20235231257.4726,44.3,MCS (35.1%),ALU (23.5%),VS Wave (22.7%),SPI (7.7%),LDS (4.3%),MCS (13.6%) [100.0],ALU (10.3%) [73.5],VS Wave (16.2%) [33.4],SPI (1.8%) [47.6],LDS (1.1%) [27.3],178.09,82.98,602.45,11241.8,SleepingDogs_25x16_Extreme,SleepingDogs_25x16_FXAA_SSAA_Extreme
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.2409,1.182553,1.29925,35488257372.4083,59,MCS (32.9%),ALU (28.3%),VS Wave (12.8%),SPI (11.9%),LDS (5%),MCS (12.2%) [100.0],ALU (12.4%) [83.5],VS Wave (8.4%) [20.4],SPI (2.9%) [54.1],LDS (1.8%) [31.0],107.18,48.4,337.24,18678.03,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.2582,1.206662,1.309702,34883320941.9116,54.7,MCS (31.3%),ALU (28.8%),VS Wave (12.9%),SPI (12.4%),LDS (5.1%),MCS (11%) [100.0],ALU (12.7%) [87.1],VS Wave (8.5%) [21.3],SPI (3.2%) [56.4],LDS (1.9%) [32.4],109.04,49.58,338.23,18359.64,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.2692,1.218756,1.319591,34558059152.7235,51.6,MCS (30.1%),ALU (29%),VS Wave (13%),SPI (12.8%),LDS (5.2%),MCS (10.2%) [100.0],ALU (12.8%) [89.3],VS Wave (8.6%) [21.8],SPI (3.4%) [57.8],LDS (1.9%) [33.2],110.07,50.21,339.12,18188.45,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.2803,1.230702,1.329954,34238983336.1358,48.7,ALU (29.3%),MCS (29%),SPI (13.2%),VS Wave (13.2%),LDS (5.2%),ALU (13%) [91.6],MCS (9.4%) [100.0],SPI (3.7%) [59.3],VS Wave (8.7%) [22.4],LDS (1.9%) [34.0],111.1,50.84,340.01,18020.52,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.2997,1.240324,1.35905,33857656924.4108,46.8,ALU (29.9%),MCS (26.9%),SPI (13.9%),VS Wave (13.5%),LDS (5.3%),ALU (13.2%) [94.9],MCS (8.1%) [100.0],SPI (4.1%) [61.5],VS Wave (8.9%) [23.2],LDS (2%) [35.3],112.35,51.34,342.48,17819.82,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.6553,0.6097751,0.7007518,68083783292.7524,59.1,MCS (36%),ALU (29.8%),SPI (12.4%),VS Wave (6%),LDS (5.3%),MCS (13.7%) [100.0],ALU (13%) [83.3],SPI (3%) [53.9],VS Wave (3.5%) [11.2],LDS (1.9%) [31.0],55.87,24.86,172.35,35833.57,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.6598,0.6074317,0.7121664,68026573647.0553,58.9,MCS (35.4%),ALU (29.9%),SPI (12.7%),VS Wave (6.1%),LDS (5.3%),MCS (13.2%) [100.0],ALU (13.1%) [83.5],SPI (3.1%) [54.1],VS Wave (3.5%) [11.2],LDS (1.9%) [31.0],55.92,24.74,173.21,35803.46,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.6694,0.6202359,0.718585,66807590983.3622,54.6,MCS (33.7%),ALU (30.5%),SPI (13.2%),VS Wave (6.2%),LDS (5.4%),MCS (11.9%) [100.0],ALU (13.4%) [87.1],SPI (3.5%) [56.4],VS Wave (3.6%) [11.7],LDS (2%) [32.4],56.94,25.37,173.74,35161.89,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.6757,0.6266653,0.7246796,66151181690.9024,51.6,MCS (32.4%),ALU (30.8%),SPI (13.6%),VS Wave (6.3%),LDS (5.5%),MCS (11%) [100.0],ALU (13.6%) [89.3],SPI (3.7%) [57.8],VS Wave (3.6%) [12.0],LDS (2%) [33.2],57.5,25.7,174.22,34816.41,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi12-384b-14m-1900e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,2.1005,2.098154,2.10278,20472458916.6375,44.9,MCS (37.1%),ALU (22.8%),VS Wave (22.4%),SPI (7%),LDS (4.3%),MCS (14.5%) [100.0],ALU (10%) [71.2],VS Wave (16%) [32.3],SPI (1.6%) [46.1],LDS (1%) [26.5],185.8,86.47,634.53,10774.98,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.2887,1.226734,1.350675,35991880863.279,59.6,MCS (35.3%),ALU (27.8%),VS Wave (12.5%),SPI (10.7%),LDS (5%),MCS (13.4%) [100.0],ALU (12.1%) [79.8],VS Wave (8.2%) [19.5],SPI (2.5%) [51.7],LDS (1.7%) [29.7],111.25,50.1,353.57,17995.94,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.3081,1.253904,1.362332,35327193559.6621,55.1,MCS (33.4%),ALU (28.3%),VS Wave (12.7%),SPI (11.5%),LDS (5.1%),MCS (12.1%) [100.0],ALU (12.4%) [83.3],VS Wave (8.4%) [20.3],SPI (2.8%) [54.0],LDS (1.8%) [31.0],113.34,51.45,354.67,17663.6,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.3205,1.267671,1.373381,34968050599.9306,52.2,MCS (32.1%),ALU (28.6%),VS Wave (12.8%),SPI (11.8%),LDS (5.1%),MCS (11.2%) [100.0],ALU (12.6%) [85.4],VS Wave (8.4%) [20.9],SPI (3.1%) [55.3],LDS (1.8%) [31.8],114.5,52.14,355.67,17484.02,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.3331,1.281278,1.384962,34616191556.9724,49.3,MCS (30.9%),ALU (28.9%),VS Wave (13%),SPI (12.3%),LDS (5.2%),MCS (10.4%) [100.0],ALU (12.7%) [87.7],VS Wave (8.5%) [21.4],SPI (3.3%) [56.8],LDS (1.8%) [32.6],115.67,52.85,356.67,17308.1,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.3549,1.292126,1.417586,34200340998.3352,47.3,ALU (29.5%),MCS (28.6%),VS Wave (13.3%),SPI (13.2%),LDS (5.2%),ALU (13%) [90.9],MCS (8.9%) [100.0],VS Wave (8.8%) [22.2],SPI (3.7%) [58.8],LDS (1.9%) [33.8],117.07,53.4,359.4,17100.17,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.6793,0.632363,0.7261779,69119156521.6761,59.7,MCS (38.8%),ALU (29.2%),SPI (10.9%),VS Wave (5.9%),LDS (5.2%),MCS (15%) [100.0],ALU (12.7%) [79.6],SPI (2.6%) [51.5],VS Wave (3.4%) [10.7],LDS (1.8%) [29.6],57.93,25.72,180.54,34559.58,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.6843,0.6297256,0.7388633,69059691134.6884,59.5,MCS (37.9%),ALU (29.3%),SPI (11.3%),VS Wave (6%),LDS (5.3%),MCS (14.5%) [100.0],ALU (12.8%) [79.8],SPI (2.7%) [51.7],VS Wave (3.4%) [10.7],LDS (1.8%) [29.7],57.98,25.6,181.53,34529.84,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.6951,0.6441382,0.7459962,67720237787.0628,55.1,MCS (35.9%),ALU (29.9%),SPI (12.2%),VS Wave (6.1%),LDS (5.3%),MCS (13.1%) [100.0],ALU (13.1%) [83.3],SPI (3%) [54.0],VS Wave (3.5%) [11.2],LDS (1.9%) [31.0],59.13,26.31,182.12,33860.12,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.7021,0.6514484,0.7527883,66995295260.1318,52.2,MCS (34.6%),ALU (30.3%),SPI (12.6%),VS Wave (6.2%),LDS (5.4%),MCS (12.2%) [100.0],ALU (13.3%) [85.4],SPI (3.3%) [55.3],VS Wave (3.5%) [11.4],LDS (1.9%) [31.8],59.77,26.67,182.66,33497.65,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi12-384b-14m-2000e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,2.18,2.173629,2.186344,20781940905.9095,45.6,MCS (39.1%),ALU (22.3%),VS Wave (22.1%),SPI (6.2%),LDS (4.2%),MCS (15.7%) [100.0],ALU (9.7%) [68.2],VS Wave (15.6%) [31.0],SPI (1.4%) [44.1],LDS (0.9%) [25.3],192.67,89.52,665.56,10390.97,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.334,1.268394,1.399625,36530594781.0519,59.8,MCS (37.5%),ALU (27.2%),VS Wave (12.3%),SPI (9.5%),LDS (4.9%),MCS (14.6%) [100.0],ALU (11.8%) [76.4],VS Wave (8%) [18.6],SPI (2.2%) [49.4],LDS (1.6%) [28.4],115.09,51.72,369.68,17395.52,SleepingDogs_25x16_FXAA_SSAA_Extreme,SleepingDogs_25x16_Extreme
